camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,critical_flag,score,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,violation_code,violation_description,grade,grade_date
50147638,SUSUKINO RAMEN & SAKE,Manhattan,34,WATER STREET,10004,2128846191,Japanese,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,49,2025-06-29T06:00:14.000,Pre-permit (Operational) / Compliance Inspection,40.703178409441,-74.010625136695,101,01,000900,1077806,1000077501,MN25,04O,Live animal other than fish in tank or service animal present in facility’s food or non-food area.,,
50170769,ABITINO'S PIZZA,Manhattan,32,BROADWAY,10004,3475381465,Pizza,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,8,2025-06-29T06:00:14.000,Pre-permit (Non-operational) / Initial Inspection,40.706038204921,-74.013096243331,101,01,000900,1078979,1000220017,MN25,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,
50134221,OAKBERRY,Manhattan,1371,3 AVENUE,10075,9172143975,"Juice, Smoothies, Fruit Salads",2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,22,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.77378012502,-73.957645574168,108,05,013400,1076312,1014337501,MN31,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",,
50090039,VANILLA GORILLA CAFE,Manhattan,332,WEST   44 STREET,10036,9293933440,Coffee/Tea,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,12,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.758971298901,-73.989921817394,104,03,012100,1024974,1010340048,MN15,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",A,2025-06-23T00:00:00.000
50134221,OAKBERRY,Manhattan,1371,3 AVENUE,10075,9172143975,"Juice, Smoothies, Fruit Salads",2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,22,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.77378012502,-73.957645574168,108,05,013400,1076312,1014337501,MN31,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",,
50053544,KENNEDY FRIED CHICKEN,Bronx,1170,WEBSTER AVENUE,10456,7188806744,Chicken,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,24,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.831211386838,-73.910205674727,203,16,014500,2001642,2023940001,BX01,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Z,2025-06-23T00:00:00.000
50038383,CARTAZ CUISINE,Brooklyn,233,RALPH AVENUE,11233,3474058588,Caribbean,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,24,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.681655632587,-73.922489744677,303,41,037900,3040760,3015080006,BK35,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Z,2025-06-23T00:00:00.000
50036199,NOMO SOHO,Manhattan,9,CROSBY STREET,10013,6462186400,Mediterranean,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,67,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.719919249309,-74.000288603281,102,01,004500,1088790,1002330002,MN24,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",,
50134508,SWEET & SOUR,Bronx,200,BAYCHESTER AVENUE,10475,2124330748,Pancakes/Waffles,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,22,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.865905409786,-73.830429747919,210,12,046201,2120098,2051410006,BX13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",N,
50053544,KENNEDY FRIED CHICKEN,Bronx,1170,WEBSTER AVENUE,10456,7188806744,Chicken,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,24,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.831211386838,-73.910205674727,203,16,014500,2001642,2023940001,BX01,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Z,2025-06-23T00:00:00.000
50142884,LA CHOZA DEL GORDO,Queens,24725,JERICHO TPKE,11426,9172543034,Spanish,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,78,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.725577543254,-73.719998005544,413,23,161700,4176971,4086620053,QN43,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Z,2025-06-23T00:00:00.000
50147638,SUSUKINO RAMEN & SAKE,Manhattan,34,WATER STREET,10004,2128846191,Japanese,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,49,2025-06-29T06:00:14.000,Pre-permit (Operational) / Compliance Inspection,40.703178409441,-74.010625136695,101,01,000900,1077806,1000077501,MN25,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,,
41423445,DAE BAK RESTAURANT,Queens,146-06,34 AVENUE,11354,7183580002,Korean,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,55,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.767241895919,-73.820873225947,407,20,115900,4113071,4049960048,QN51,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",,
41576328,BO BO KITCHEN CHINESE RESTAURANT,Brooklyn,1601,CORTELYOU ROAD,11226,7184625363,Chinese,2025-06-23T00:00:00.000,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,Not Critical,67,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.641670856805,-73.963426562559,314,40,051400,3118484,3051470144,BK42,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,,
50157156,North Dumpling,Manhattan,21,DIVISION STREET,10002,6466915678,Chinese,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,19,2025-06-29T06:00:14.000,Pre-permit (Operational) / Re-inspection,40.714108513594,-73.996234056784,103,01,000800,1003519,1002810054,MN27,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Z,2025-06-23T00:00:00.000
50117824,BLUE STAR PARLOR,Brooklyn,1112,CORTELYOU ROAD,11218,3476616067,Coffee/Tea,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,34,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.639728837261,-73.967704616691,314,40,052600,3118608,3051540006,BK42,04L,Evidence of mice or live mice in establishment's food or non-food areas.,,
50124769,JADE BAKERY,Brooklyn,6223,8 AVENUE,11220,9178816806,Chinese,2025-06-23T00:00:00.000,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,Critical,55,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.634171941302,-74.010913147052,310,38,012000,3141388,3057280001,BK34,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",,
41351040,HUDSON VIEW RESTAURANT,Manhattan,770,WEST  181 STREET,10033,2127810303,American,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,24,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.85077220305,-73.937867513019,112,10,026500,1064275,1021760104,MN36,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Z,2025-06-23T00:00:00.000
50076740,VIV THAI RESTAURANT,Manhattan,717,9 AVENUE,10019,2125815999,Thai,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,30,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.762712368866,-73.989524163677,104,03,012700,1026607,1010580035,MN15,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,,
50066240,KO SUSHI,Manhattan,1329,2 AVENUE,10021,2124391678,Japanese,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,38,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.767585795912,-73.959263258299,108,04,012600,1072227,1014257501,MN31,04M,Live roaches in facility's food or non-food area.,Z,2025-06-23T00:00:00.000
50163562,KAFFE LANDSKAP,Manhattan,401,GREENWICH STREET,10013,6465592637,American,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,29,2025-06-29T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.720923396703,-74.010021900535,101,01,003900,1002796,1002140003,MN24,04L,Evidence of mice or live mice in establishment's food or non-food areas.,N,
50036199,NOMO SOHO,Manhattan,9,CROSBY STREET,10013,6462186400,Mediterranean,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,67,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.719919249309,-74.000288603281,102,01,004500,1088790,1002330002,MN24,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,,
50128554,PANERA BREAD #6283,Manhattan,300,WEST   57 STREET,10019,3147320469,Sandwiches,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,7,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.766439016162,-73.98332508403,104,03,013900,1025451,1010477502,MN15,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,2025-06-23T00:00:00.000
50171330,58 MANOR,Queens,5802,37TH AVE,11377,9177452493,Bangladeshi,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,98,2025-06-29T06:00:14.000,Pre-permit (Non-operational) / Initial Inspection,40.750110083178,-73.904190628729,402,26,025900,4027705,4012130048,QN63,05C,"Food contact surface, refillable, reusable containers, or equipment improperly constructed, placed or maintained. Unacceptable material used. Culinary sink or other acceptable method not provided for washing food.",N,
50170769,ABITINO'S PIZZA,Manhattan,32,BROADWAY,10004,3475381465,Pizza,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,8,2025-06-29T06:00:14.000,Pre-permit (Non-operational) / Initial Inspection,40.706038204921,-74.013096243331,101,01,000900,1078979,1000220017,MN25,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,N,
50163562,KAFFE LANDSKAP,Manhattan,401,GREENWICH STREET,10013,6465592637,American,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,29,2025-06-29T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.720923396703,-74.010021900535,101,01,003900,1002796,1002140003,MN24,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",N,
41388576,MAMA'S PIZZA,Manhattan,705,8 AVENUE,10036,3475065445,Pizza,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,54,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.758751603856,-73.988694568973,104,03,012100,1024991,1010350029,MN15,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",,
50142884,LA CHOZA DEL GORDO,Queens,24725,JERICHO TPKE,11426,9172543034,Spanish,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,78,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.725577543254,-73.719998005544,413,23,161700,4176971,4086620053,QN43,10C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms. Shatterproof bulb or shield to prevent broken glass from falling into food or onto surfaces, not installed.",Z,2025-06-23T00:00:00.000
50100677,PRIME CATCH 46,Manhattan,140,WEST   46 STREET,10036,6466014304,Steakhouse,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,21,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.757891861943,-73.983478835404,105,04,011900,1022648,1009980052,MN17,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,,
41641305,TASTEE JERK,Queens,20003,HOLLIS AVENUE,11412,3478458692,Caribbean,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,20,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.706169176024,-73.75732737148,412,27,050800,4233203,4109000032,QN07,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Z,2025-06-23T00:00:00.000
50076740,VIV THAI RESTAURANT,Manhattan,717,9 AVENUE,10019,2125815999,Thai,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,30,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.762712368866,-73.989524163677,104,03,012700,1026607,1010580035,MN15,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",,
50146935,BANTER,Manhattan,201,EAST   31 STREET,10016,2125337678,Australian,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,35,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.743681532192,-73.979158991216,106,02,007000,1020028,1009120001,MN20,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",,
50095475,KARAHI INDIAN CUISINE,Manhattan,803,9 AVENUE,10019,2124591515,Indian,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,52,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.765563962829,-73.987440730165,104,03,013300,1026765,1010630030,MN15,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,,
50171075,ENCEBOLLADOS 7 POTENCIA,Queens,9423,37TH AVE,11372,7183090455,Spanish,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,22,2025-06-29T06:00:14.000,Pre-permit (Non-operational) / Initial Inspection,40.750963480031,-73.872879312238,403,21,027300,4036171,4014680036,QN28,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",N,
50143178,PARLA,Manhattan,320,COLUMBUS AVENUE,10023,2127029006,Italian,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,21,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.779456358561,-73.977306253658,107,06,016100,1030136,1011470029,MN12,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",,
50066240,KO SUSHI,Manhattan,1329,2 AVENUE,10021,2124391678,Japanese,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,38,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.767585795912,-73.959263258299,108,04,012600,1072227,1014257501,MN31,02B,Hot TCS food item not held at or above 140 °F.,Z,2025-06-23T00:00:00.000
50106481,OSTERIA LA BAIA,Manhattan,129,WEST   52 STREET,10019,5513328841,Italian,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,29,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.761643510559,-73.980683908528,105,04,013100,1023160,1010057501,MN17,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",,
50099832,NORDSTROM WOLF,Manhattan,225,WEST   57 STREET,10019,2122952184,American,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,24,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.766065420049,-73.981317989964,105,06,013700,1090180,1010297502,MN17,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",,
50121663,TAL BAGELS,Manhattan,2446,BROADWAY,10024,6463793382,Bagels/Pretzels,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,12,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.791071534214,-73.974380647186,107,06,017900,1033556,1012387501,MN12,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,2025-06-23T00:00:00.000
41641305,TASTEE JERK,Queens,20003,HOLLIS AVENUE,11412,3478458692,Caribbean,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,20,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.706169176024,-73.75732737148,412,27,050800,4233203,4109000032,QN07,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Z,2025-06-23T00:00:00.000
50118227,YAN WO DOU BUN,Manhattan,98,MOTT STREET,10013,6462381877,Chinese,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,24,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.717245818058,-73.997478430369,102,01,004100,1002615,1002040001,MN24,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",,
50066240,KO SUSHI,Manhattan,1329,2 AVENUE,10021,2124391678,Japanese,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,38,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.767585795912,-73.959263258299,108,04,012600,1072227,1014257501,MN31,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Z,2025-06-23T00:00:00.000
50146935,BANTER,Manhattan,201,EAST   31 STREET,10016,2125337678,Australian,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,35,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.743681532192,-73.979158991216,106,02,007000,1020028,1009120001,MN20,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,,
40854950,RISTORANTE SETTEPANI,Manhattan,196,LENOX AVENUE,10026,9145574078,Italian,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,63,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.804434992313,-73.947905724768,110,09,020000,1083963,1017180069,MN11,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Z,2025-06-23T00:00:00.000
50036199,NOMO SOHO,Manhattan,9,CROSBY STREET,10013,6462186400,Mediterranean,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,67,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.719919249309,-74.000288603281,102,01,004500,1088790,1002330002,MN24,02B,Hot TCS food item not held at or above 140 °F.,,
50128920,KOJI CHICKEN,Manhattan,764,9 AVENUE,10019,6465901170,Korean,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,24,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.764243833457,-73.988379567357,104,03,013300,1025192,1010420002,MN15,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Z,2025-06-23T00:00:00.000
50170536,NIO'S SHAKE,Brooklyn,334,BEDFORD AVENUE,11249,9173303860,"Juice, Smoothies, Fruit Salads",2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,79,2025-06-29T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.712924875558,-73.962308773556,301,34,055100,3063099,3024170025,BK73,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,N,
50142884,LA CHOZA DEL GORDO,Queens,24725,JERICHO TPKE,11426,9172543034,Spanish,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,78,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.725577543254,-73.719998005544,413,23,161700,4176971,4086620053,QN43,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Z,2025-06-23T00:00:00.000
50166374,CENTRO PIZZA,Manhattan,1469,2 AVENUE,10075,2129884200,Pizza,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,23,2025-06-29T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.77164968757,-73.956293051389,108,05,013400,1044075,1014310021,MN31,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,
50058627,GLATT CONEY KOSHER CHINESE RESTAURANT,Brooklyn,1558,CONEY ISLAND AVENUE,11230,7186767781,Jewish/Kosher,2025-06-23T00:00:00.000,Establishment re-opened by DOHMH.,Not Critical,6,2025-06-29T06:00:14.000,Cycle Inspection / Reopening Inspection,40.619372470482,-73.964162846845,312,44,045400,3171991,3065460014,BK46,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Z,2025-06-23T00:00:00.000
50053544,KENNEDY FRIED CHICKEN,Bronx,1170,WEBSTER AVENUE,10456,7188806744,Chicken,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,24,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.831211386838,-73.910205674727,203,16,014500,2001642,2023940001,BX01,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Z,2025-06-23T00:00:00.000
50117824,BLUE STAR PARLOR,Brooklyn,1112,CORTELYOU ROAD,11218,3476616067,Coffee/Tea,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,34,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.639728837261,-73.967704616691,314,40,052600,3118608,3051540006,BK42,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",,
40854950,RISTORANTE SETTEPANI,Manhattan,196,LENOX AVENUE,10026,9145574078,Italian,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,63,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.804434992313,-73.947905724768,110,09,020000,1083963,1017180069,MN11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Z,2025-06-23T00:00:00.000
50124438,TIPSY SHANGHAI,Manhattan,594,3 AVENUE,10016,2124666488,Chinese,2025-06-23T00:00:00.000,Establishment re-closed by DOHMH.,Critical,12,2025-06-29T06:00:14.000,Cycle Inspection / Reopening Inspection,40.748698335692,-73.975981402783,106,04,008000,1019147,1008940048,MN20,04M,Live roaches in facility's food or non-food area.,,
50106363,HOLE IN THE WALL,Brooklyn,292,BEDFORD AVENUE,11249,9292958361,American,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,44,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.71435459521,-73.961391723247,301,34,055100,3062776,3023927504,BK73,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",,
50103732,SMITH DELI,Brooklyn,23,SMITH STREET,11201,7188550405,American,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,19,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.690848721459,-73.98766400364,302,33,003700,3000437,3001550004,BK38,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",,
50133266,FRIEND OF A FARMER,Manhattan,68,WEST   71 STREET,10023,5162707961,American,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,13,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.776393449323,-73.978534909725,107,06,015700,1028585,1011230061,MN14,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,2025-06-23T00:00:00.000
50018819,BRICOLAGE,Brooklyn,162,5 AVENUE,11217,7182301835,Southeast Asian,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,4,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.677870254227,-73.979478873356,306,39,013100,3019363,3009460053,BK37,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,2025-06-23T00:00:00.000
50118227,YAN WO DOU BUN,Manhattan,98,MOTT STREET,10013,6462381877,Chinese,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,24,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.717245818058,-73.997478430369,102,01,004100,1002615,1002040001,MN24,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",,
50100677,PRIME CATCH 46,Manhattan,140,WEST   46 STREET,10036,6466014304,Steakhouse,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,21,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.757891861943,-73.983478835404,105,04,011900,1022648,1009980052,MN17,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,,
50142532,EL MARIACHI,Manhattan,218,WEST  116 STREET,10026,9178819637,Mexican,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,29,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.803655179411,-73.953595390732,110,09,021800,1055241,1018310042,MN11,04L,Evidence of mice or live mice in establishment's food or non-food areas.,N,
41388576,MAMA'S PIZZA,Manhattan,705,8 AVENUE,10036,3475065445,Pizza,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,54,2025-06-29T06:00:14.000,Cycle Inspection / Initial Inspection,40.758751603856,-73.988694568973,104,03,012100,1024991,1010350029,MN15,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,,
50142884,LA CHOZA DEL GORDO,Queens,24725,JERICHO TPKE,11426,9172543034,Spanish,2025-06-23T00:00:00.000,Violations were cited in the following area(s).,Critical,78,2025-06-29T06:00:14.000,Cycle Inspection / Re-inspection,40.725577543254,-73.719998005544,413,23,161700,4176971,4086620053,QN43,05F,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Z,2025-06-23T00:00:00.000
